Order ID,Product,Quantity Ordered,Price Each,Date,Address,
189969,Samsung USB Type-C to Type-Ce-C,1,12,4/23/2019,"454 River St, Dallas, TX 75001",
189970,USB-C to Lightning Cable,1,15,4/9/2019,"63 Center St, Boston, MA 02215",
189971,Bose SoundSport Headphones,1,100,4/16/2019,"603 Cherry St, Los Angeles, CA 90001",
189972,Flatscreen TV,1,300,4/16/2019,"812 Sunset St, Los Angeles, CA 90001",
189973,AAA Batteries (4-pack),1,3,4/30/2019,"223 Madison St, Dallas, TX 75001",
189974,AA Batteries (4-pack),1,4,4/29/2019,"619 Forest St, San Francisco, CA 94016",
189975,Anker Soundcore Life 2 Neo,1,150,4/24/2019,"318 South St, Atlanta, GA 30301",
189976,AA Batteries (4-pack),2,4,4/24/2019,"584 Maple St, San Francisco, CA 94016",
189977,Google Pixel 8 Pro,1,600,4/17/2019,"190 Forest St, Atlanta, GA 30301",
189978,USB-C to Lightning Cable,1,15,4/21/2019,"221 4th St, San Francisco, CA 94016",
189979,Anker Soundcore Life 2 Neo,1,150,4/1/2019,"993 12th St, Dallas, TX 75001",
189980,AA Batteries (4-pack),1,4,4/27/2019,"173 Main St, Austin, TX 73301",
189981,Samsung USB Type-C to Type-Ce-C,1,12,4/7/2019,"503 Cherry St, Dallas, TX 75001",
189982,Samsung USB Type-C to Type-Ce-C,1,12,4/5/2019,"820 Meadow St, Atlanta, GA 30301",
189983,Bose SoundSport Headphones,1,100,4/6/2019,"68 10th St, San Francisco, CA 94016",
189984,USB-C to Lightning Cable,1,15,4/9/2019,"539 6th St, Los Angeles, CA 90001",
189985,USB-C to Lightning Cable,1,15,4/23/2019,"543 Hickory St, Los Angeles, CA 90001",
189986,Google Pixel 8 Pro,1,600,4/13/2019,"881 Lakeview St, Austin, TX 73301",
189987,Anker Soundcore Life 2 Neo,1,150,4/23/2019,"827 Meadow St, Los Angeles, CA 90001",
189988,USB-C to Lightning Cable,1,15,4/23/2019,"222 Madison St, Portland, ME 04101",
189989,27in FHD Monitor,1,150,4/11/2019,"710 Wilson St, San Francisco, CA 94016",
189990,USB-C to Lightning Cable,1,15,4/23/2019,"580 11th St, San Francisco, CA 94016",
189991,Samsung USB Type-C to Type-Ce-C,1,12,4/6/2019,"774 Lincoln St, Portland, ME 04101",
189992,Anker Soundcore Life 2 Neo,1,150,4/24/2019,"810 Cedar St, Atlanta, GA 30301",
189993,AAA Batteries (4-pack),1,3,4/5/2019,"739 Park St, Portland, OR 97035",
189994,AAA Batteries (4-pack),4,3,4/22/2019,"360 7th St, Seattle, WA 98101",
189995,Wired Headphones,3,12,4/21/2019,"658 Cherry St, San Francisco, CA 94016",
189996,Anker Soundcore Life 2 Neo,1,150,4/22/2019,"560 6th St, Seattle, WA 98101",
189997,Wired Headphones,1,12,4/27/2019,"497 Meadow St, Atlanta, GA 30301",
189998,Samsung USB Type-C to Type-Ce-C,1,12,4/18/2019,"431 6th St, Boston, MA 02215",
189999,Bose SoundSport Headphones,1,100,4/19/2019,"945 8th St, San Francisco, CA 94016",
190000,LG Dryer,1,600,4/11/2019,"87 8th St, San Francisco, CA 94016",
190001,AA Batteries (4-pack),1,4,4/22/2019,"909 14th St, Seattle, WA 98101",
190002,AA Batteries (4-pack),1,4,4/18/2019,"105 Wilson St, Atlanta, GA 30301",
190003,USB-C to Lightning Cable,1,15,4/10/2019,"327 10th St, Los Angeles, CA 90001",
190004,USB-C to Lightning Cable,1,15,4/4/2019,"515 2nd St, Los Angeles, CA 90001",
190005,AAA Batteries (4-pack),2,3,4/26/2019,"199 Wilson St, New York City, NY 10001",
190006,Anker Soundcore Life 2 Neo,1,150,4/6/2019,"643 Madison St, New York City, NY 10001",
190007,iPhone 14 Pro Max,1,700,4/20/2019,"797 Center St, Boston, MA 02215",
190007,Wired Headphones,1,12,4/20/2019,"797 Center St, Boston, MA 02215",
190008,USB-C to Lightning Cable,2,15,4/11/2019,"179 Main St, Portland, OR 97035",
190009,Samsung USB Type-C to Type-Ce-C,1,12,4/24/2019,"908 Cedar St, Seattle, WA 98101",
190010,USB-C to Lightning Cable,1,15,4/16/2019,"590 Hill St, San Francisco, CA 94016",
190011,AAA Batteries (4-pack),2,3,4/21/2019,"349 Adams St, San Francisco, CA 94016",
190012,AA Batteries (4-pack),1,4,4/11/2019,"597 11th St, Austin, TX 73301",
190013,Anker Soundcore Life 2 Neo,1,150,4/9/2019,"913 Lake St, Portland, OR 97035",
190014,20in Monitor,1,110,4/3/2019,"347 Hill St, San Francisco, CA 94016",
190015,Anker Soundcore Life 2 Neo,1,150,4/16/2019,"248 Dogwood St, New York City, NY 10001",
190016,USB-C to Lightning Cable,1,15,4/29/2019,"559 Pine St, Los Angeles, CA 90001",
190017,Wired Headphones,1,12,4/12/2019,"540 Lake St, Portland, OR 97035",
190018,AAA Batteries (4-pack),1,3,4/29/2019,"848 2nd St, Atlanta, GA 30301",
190019,USB-C to Lightning Cable,1,15,4/7/2019,"530 Center St, Austin, TX 73301",
190020,USB-C to Lightning Cable,1,15,4/30/2019,"329 9th St, Los Angeles, CA 90001",
190021,USB-C to Lightning Cable,1,15,4/22/2019,"986 9th St, New York City, NY 10001",
190022,Wired Headphones,1,12,4/7/2019,"6 10th St, San Francisco, CA 94016",
190023,Samsung USB Type-C to Type-Ce-C,1,12,4/20/2019,"524 8th St, Atlanta, GA 30301",
190024,HP ProBook 450 Notebook,1,1000,4/18/2019,"600 Maple St, Seattle, WA 98101",
190025,AAA Batteries (4-pack),1,3,4/8/2019,"481 Washington St, Los Angeles, CA 90001",
190026,AA Batteries (4-pack),1,4,4/25/2019,"700 7th St, San Francisco, CA 94016",
190027,Wired Headphones,1,12,4/13/2019,"345 Pine St, New York City, NY 10001",
190028,Samsung USB Type-C to Type-Ce-C,1,12,4/11/2019,"874 9th St, Atlanta, GA 30301",
190029,HP ProBook 450 Notebook,1,1000,4/18/2019,"106 Ridge St, Los Angeles, CA 90001",
190030,Samsung USB Type-C to Type-Ce-C,1,12,4/6/2019,"200 Park St, San Francisco, CA 94016",
190031,HP ProBook 450 Notebook,1,1000,4/1/2019,"600 Walnut St, Portland, OR 97035",
190032,USB-C to Lightning Cable,1,15,4/16/2019,"179 1st St, San Francisco, CA 94016",
190033,AA Batteries (4-pack),1,4,4/27/2019,"157 Dogwood St, San Francisco, CA 94016",
190034,27in FHD Monitor,1,150,4/11/2019,"556 Chestnut St, Austin, TX 73301",
190034,USB-C to Lightning Cable,1,15,4/11/2019,"556 Chestnut St, Austin, TX 73301",
190035,Anker Soundcore Life 2 Neo,1,150,4/3/2019,"125 Main St, New York City, NY 10001",
190036,20in Monitor,1,110,4/4/2019,"609 13th St, Los Angeles, CA 90001",
190037,Google Pixel 8 Pro,1,600,4/29/2019,"455 Dogwood St, Austin, TX 73301",
190038,USB-C to Lightning Cable,1,15,4/18/2019,"728 West St, San Francisco, CA 94016",
190039,Galaxy S23 Ultra,1,400,4/4/2019,"577 6th St, New York City, NY 10001",
190040,Bose SoundSport Headphones,1,100,4/5/2019,"870 Forest St, Seattle, WA 98101",
190041,USB-C to Lightning Cable,1,15,4/26/2019,"857 South St, San Francisco, CA 94016",
190042,Flatscreen TV,1,300,4/14/2019,"788 Lake St, San Francisco, CA 94016",
190043,AAA Batteries (4-pack),3,3,4/3/2019,"651 1st St, San Francisco, CA 94016",
190044,iPhone 14 Pro Max,1,700,4/30/2019,"958 Lakeview St, San Francisco, CA 94016",
190045,Samsung USB Type-C to Type-Ce-C,1,12,4/21/2019,"934 Madison St, Portland, OR 97035",
190046,Samsung USB Type-C to Type-Ce-C,1,12,4/18/2019,"105 North St, San Francisco, CA 94016",
190047,Samsung USB Type-C to Type-Ce-C,1,12,4/23/2019,"252 11th St, New York City, NY 10001",
190048,Samsung USB Type-C to Type-Ce-C,1,12,4/23/2019,"436 11th St, Dallas, TX 75001",
190049,Wired Headphones,1,12,4/8/2019,"304 Elm St, Dallas, TX 75001",
190050,USB-C to Lightning Cable,1,15,4/18/2019,"892 11th St, Portland, OR 97035",
190051,USB-C to Lightning Cable,1,15,4/17/2019,"909 Meadow St, San Francisco, CA 94016",
190052,Anker Soundcore Life 2 Neo,1,150,4/19/2019,"88 Sunset St, Dallas, TX 75001",
190053,AA Batteries (4-pack),2,4,4/5/2019,"886 North St, San Francisco, CA 94016",
190054,AA Batteries (4-pack),3,4,4/13/2019,"334 Lake St, San Francisco, CA 94016",
190055,Anker Soundcore Life 2 Neo,1,150,4/12/2019,"193 1st St, San Francisco, CA 94016",
190056,USB-C to Lightning Cable,1,15,4/8/2019,"490 Hickory St, Boston, MA 02215",
190057,USB-C to Lightning Cable,1,15,4/9/2019,"405 South St, Boston, MA 02215",
190058,USB-C to Lightning Cable,1,15,4/21/2019,"601 5th St, New York City, NY 10001",
190059,AA Batteries (4-pack),1,4,4/2/2019,"977 Maple St, San Francisco, CA 94016",
190060,USB-C to Lightning Cable,1,15,4/22/2019,"424 Walnut St, Boston, MA 02215",
190061,AAA Batteries (4-pack),2,3,4/29/2019,"622 Park St, Austin, TX 73301",
190062,AAA Batteries (4-pack),3,3,4/25/2019,"121 Sunset St, Atlanta, GA 30301",
190063,Wired Headphones,1,12,4/4/2019,"208 Adams St, Boston, MA 02215",
190064,AAA Batteries (4-pack),3,3,4/27/2019,"542 Meadow St, San Francisco, CA 94016",
190065,Bose SoundSport Headphones,1,100,4/5/2019,"417 6th St, Los Angeles, CA 90001",
190066,27in 4K Gaming Monitor,1,390,4/12/2019,"608 Maple St, Boston, MA 02215",
190067,Bose SoundSport Headphones,1,100,4/7/2019,"472 Cedar St, Boston, MA 02215",
190068,USB-C to Lightning Cable,2,15,4/19/2019,"717 Washington St, Dallas, TX 75001",
190069,Samsung USB Type-C to Type-Ce-C,1,12,4/28/2019,"560 Cherry St, Boston, MA 02215",
190070,Anker Soundcore Life 2 Neo,1,150,4/23/2019,"924 Madison St, Dallas, TX 75001",
190071,Bose SoundSport Headphones,1,100,4/29/2019,"315 Dogwood St, San Francisco, CA 94016",
190072,Anker Soundcore Life 2 Neo,1,150,4/11/2019,"429 Madison St, San Francisco, CA 94016",
190073,Bose SoundSport Headphones,1,100,4/1/2019,"583 West St, San Francisco, CA 94016",
190074,Samsung USB Type-C to Type-Ce-C,2,12,4/3/2019,"368 Lincoln St, Seattle, WA 98101",
190075,USB-C to Lightning Cable,1,15,4/5/2019,"967 Maple St, Los Angeles, CA 90001",
190076,Anker Soundcore Life 2 Neo,1,150,4/3/2019,"318 Chestnut St, Los Angeles, CA 90001",
190077,AAA Batteries (4-pack),1,3,4/23/2019,"323 Center St, Los Angeles, CA 90001",
190078,USB-C to Lightning Cable,1,15,4/18/2019,"981 Center St, Seattle, WA 98101",
190079,Google Pixel 8 Pro,1,600,4/19/2019,"927 5th St, Los Angeles, CA 90001",
190080,Flatscreen TV,1,300,4/30/2019,"315 Cedar St, Portland, OR 97035",
190081,Bose SoundSport Headphones,1,100,4/14/2019,"585 Willow St, Austin, TX 73301",
190082,Google Pixel 8 Pro,1,600,4/12/2019,"743 Lincoln St, Boston, MA 02215",
190083,Samsung USB Type-C to Type-Ce-C,2,12,4/8/2019,"405 Hill St, Dallas, TX 75001",
190084,24-inch Monitor,1,380,4/18/2019,"634 Highland St, San Francisco, CA 94016",
190085,Wired Headphones,1,12,4/20/2019,"460 River St, San Francisco, CA 94016",
190086,AAA Batteries (4-pack),1,3,4/21/2019,"165 2nd St, San Francisco, CA 94016",
190087,Wired Headphones,1,12,4/8/2019,"439 Adams St, Austin, TX 73301",
190088,Samsung USB Type-C to Type-Ce-C,2,12,4/22/2019,"884 Park St, New York City, NY 10001",
190089,20in Monitor,1,110,4/7/2019,"149 7th St, Atlanta, GA 30301",
190090,Wired Headphones,1,12,4/23/2019,"612 West St, Portland, OR 97035",
190091,Anker Soundcore Life 2 Neo,1,150,4/28/2019,"491 Washington St, New York City, NY 10001",
190092,Anker Soundcore Life 2 Neo,1,150,4/23/2019,"960 Madison St, Portland, ME 04101",
190093,AAA Batteries (4-pack),2,3,4/30/2019,"911 Hickory St, San Francisco, CA 94016",
190094,iPhone 14 Pro Max,1,700,4/2/2019,"371 2nd St, New York City, NY 10001",
190095,AA Batteries (4-pack),3,4,4/19/2019,"85 Highland St, New York City, NY 10001",
190096,AA Batteries (4-pack),2,4,4/16/2019,"372 Willow St, Atlanta, GA 30301",
190097,AA Batteries (4-pack),1,4,4/9/2019,"215 Johnson St, San Francisco, CA 94016",
190098,Wired Headphones,2,12,4/17/2019,"589 Chestnut St, Atlanta, GA 30301",
190099,AA Batteries (4-pack),1,4,4/18/2019,"845 Sunset St, Los Angeles, CA 90001",
190099,AA Batteries (4-pack),1,4,4/18/2019,"845 Sunset St, Los Angeles, CA 90001",
190100,AAA Batteries (4-pack),1,3,4/7/2019,"625 13th St, Los Angeles, CA 90001",
190101,Wired Headphones,1,12,4/8/2019,"267 13th St, Los Angeles, CA 90001",
190102,AAA Batteries (4-pack),1,3,4/16/2019,"763 Adams St, New York City, NY 10001",
190103,20in Monitor,1,110,4/4/2019,"741 Church St, Dallas, TX 75001",
190104,USB-C to Lightning Cable,1,15,4/16/2019,"3 Madison St, Seattle, WA 98101",
190105,iPhone 14 Pro Max,1,700,4/6/2019,"490 Spruce St, San Francisco, CA 94016",
190106,Bose SoundSport Headphones,1,100,4/30/2019,"305 Hickory St, Seattle, WA 98101",
190107,AA Batteries (4-pack),1,4,4/1/2019,"178 Cherry St, Atlanta, GA 30301",
190108,AA Batteries (4-pack),2,4,4/10/2019,"291 Hill St, Boston, MA 02215",
190109,Anker Soundcore Life 2 Neo,1,150,4/27/2019,"464 Willow St, San Francisco, CA 94016",
190110,AAA Batteries (4-pack),1,3,4/21/2019,"329 Park St, New York City, NY 10001",
190111,USB-C to Lightning Cable,1,15,4/29/2019,"399 Washington St, New York City, NY 10001",
190112,AAA Batteries (4-pack),1,3,4/12/2019,"780 Forest St, Boston, MA 02215",
190113,USB-C to Lightning Cable,1,15,4/15/2019,"621 6th St, Los Angeles, CA 90001",
190114,AAA Batteries (4-pack),1,3,4/24/2019,"417 Dogwood St, Atlanta, GA 30301",
190115,27in FHD Monitor,1,150,4/30/2019,"235 5th St, Atlanta, GA 30301",
190116,Anker Soundcore Life 2 Neo,1,150,4/26/2019,"920 Church St, Seattle, WA 98101",
190117,Flatscreen TV,1,300,4/17/2019,"612 North St, Boston, MA 02215",
190118,Flatscreen TV,1,300,4/1/2019,"528 Willow St, Los Angeles, CA 90001",
190119,USB-C to Lightning Cable,1,15,4/6/2019,"436 12th St, Portland, ME 04101",
190120,AA Batteries (4-pack),1,4,4/29/2019,"100 12th St, Seattle, WA 98101",
190121,Wired Headphones,1,12,4/5/2019,"785 Madison St, Austin, TX 73301",
190122,AA Batteries (4-pack),1,4,4/8/2019,"903 2nd St, Dallas, TX 75001",
190123,Wired Headphones,1,12,4/2/2019,"565 Pine St, New York City, NY 10001",
190124,27in FHD Monitor,1,150,4/8/2019,"545 Ridge St, Los Angeles, CA 90001",
190125,Wired Headphones,2,12,4/11/2019,"47 West St, Seattle, WA 98101",
190126,AA Batteries (4-pack),1,4,4/12/2019,"629 Johnson St, Atlanta, GA 30301",
190127,Google Pixel 8 Pro,1,600,4/19/2019,"676 Chestnut St, Atlanta, GA 30301",
190128,MacBook Pro M2,1,1700,4/29/2019,"655 North St, New York City, NY 10001",
190129,Wired Headphones,1,12,4/15/2019,"686 Cherry St, Los Angeles, CA 90001",
190130,LG Washing Machine,1,600,4/21/2019,"183 Lake St, Dallas, TX 75001",
190131,AA Batteries (4-pack),1,4,4/2/2019,"720 Meadow St, New York City, NY 10001",
190132,Samsung USB Type-C to Type-Ce-C,1,12,4/30/2019,"174 4th St, New York City, NY 10001",
190133,Anker Soundcore Life 2 Neo,1,150,4/15/2019,"997 Cherry St, Atlanta, GA 30301",
190134,AA Batteries (4-pack),1,4,4/3/2019,"722 Hill St, Boston, MA 02215",
190135,AA Batteries (4-pack),2,4,4/27/2019,"23 Highland St, Austin, TX 73301",
190136,MacBook Pro M2,1,1700,4/8/2019,"172 Elm St, San Francisco, CA 94016",
190137,USB-C to Lightning Cable,1,15,4/3/2019,"510 11th St, Los Angeles, CA 90001",
190138,iPhone 14 Pro Max,1,700,4/20/2019,"345 Park St, Austin, TX 73301",
190139,Wired Headphones,1,12,4/4/2019,"153 Church St, Atlanta, GA 30301",
190140,27in 4K Gaming Monitor,1,390,4/19/2019,"115 Lake St, Portland, OR 97035",
190141,USB-C to Lightning Cable,1,15,4/16/2019,"21 South St, Portland, OR 97035",
190142,USB-C to Lightning Cable,1,15,4/26/2019,"439 Main St, Boston, MA 02215",
190143,Anker Soundcore Life 2 Neo,1,150,4/8/2019,"391 7th St, Dallas, TX 75001",
190144,Samsung USB Type-C to Type-Ce-C,1,12,4/5/2019,"430 Church St, Los Angeles, CA 90001",
190145,Wired Headphones,1,12,4/14/2019,"975 Highland St, Dallas, TX 75001",
190146,24-inch Monitor,1,380,4/4/2019,"229 Cherry St, Los Angeles, CA 90001",
190147,USB-C to Lightning Cable,1,15,4/4/2019,"418 River St, Boston, MA 02215",
190148,Samsung USB Type-C to Type-Ce-C,1,12,4/5/2019,"341 Wilson St, Seattle, WA 98101",
190149,24-inch Monitor,1,380,4/14/2019,"535 River St, Los Angeles, CA 90001",
190150,USB-C to Lightning Cable,1,15,4/16/2019,"419 1st St, Portland, ME 04101",
190151,AAA Batteries (4-pack),1,3,4/11/2019,"759 8th St, Seattle, WA 98101",
190152,27in 4K Gaming Monitor,1,390,4/4/2019,"760 Spruce St, Dallas, TX 75001",
190153,Anker Soundcore Life 2 Neo,1,150,4/26/2019,"829 8th St, New York City, NY 10001",
190154,Wired Headphones,1,12,4/9/2019,"298 8th St, Los Angeles, CA 90001",
190155,Bose SoundSport Headphones,1,100,4/17/2019,"602 Washington St, Boston, MA 02215",
190156,AAA Batteries (4-pack),2,3,4/2/2019,"165 13th St, Los Angeles, CA 90001",
190157,Anker Soundcore Life 2 Neo,1,150,4/1/2019,"774 6th St, Boston, MA 02215",
190158,27in 4K Gaming Monitor,1,390,4/4/2019,"341 10th St, New York City, NY 10001",
190159,Wired Headphones,1,12,4/2/2019,"578 Ridge St, New York City, NY 10001",
190160,Bose SoundSport Headphones,1,100,4/15/2019,"999 Johnson St, Seattle, WA 98101",
190161,Wired Headphones,1,12,4/16/2019,"349 Hickory St, New York City, NY 10001",
190161,Anker Soundcore Life 2 Neo,1,150,4/16/2019,"349 Hickory St, New York City, NY 10001",
190162,Flatscreen TV,1,300,4/1/2019,"400 Park St, San Francisco, CA 94016",
190163,Bose SoundSport Headphones,1,100,4/1/2019,"220 Adams St, New York City, NY 10001",
190164,Bose SoundSport Headphones,1,100,4/27/2019,"531 1st St, Boston, MA 02215",
190165,Google Pixel 8 Pro,1,600,4/10/2019,"41 14th St, Seattle, WA 98101",
190166,Wired Headphones,1,12,4/12/2019,"498 Dogwood St, Boston, MA 02215",
190167,27in 4K Gaming Monitor,1,390,4/29/2019,"41 Lincoln St, San Francisco, CA 94016",
190168,AA Batteries (4-pack),1,4,4/24/2019,"532 1st St, San Francisco, CA 94016",
190169,AA Batteries (4-pack),1,4,4/29/2019,"220 Sunset St, San Francisco, CA 94016",
190170,AA Batteries (4-pack),2,4,4/11/2019,"117 Hill St, Atlanta, GA 30301",
190171,24-inch Monitor,1,380,4/22/2019,"55 Cedar St, New York City, NY 10001",
190172,24-inch Monitor,1,380,4/5/2019,"346 1st St, Los Angeles, CA 90001",
190173,USB-C to Lightning Cable,1,15,4/12/2019,"700 7th St, Los Angeles, CA 90001",
190174,AAA Batteries (4-pack),2,3,4/4/2019,"124 Church St, New York City, NY 10001",
190175,AA Batteries (4-pack),1,4,4/17/2019,"698 Hill St, Portland, OR 97035",
190176,Samsung USB Type-C to Type-Ce-C,1,12,4/20/2019,"980 Johnson St, New York City, NY 10001",
190177,AA Batteries (4-pack),1,4,4/11/2019,"262 Elm St, Boston, MA 02215",
190178,USB-C to Lightning Cable,1,15,4/26/2019,"587 Forest St, San Francisco, CA 94016",
190179,AAA Batteries (4-pack),1,3,4/26/2019,"717 Dogwood St, Seattle, WA 98101",
190180,AA Batteries (4-pack),1,4,4/27/2019,"8 1st St, San Francisco, CA 94016",
190181,AA Batteries (4-pack),1,4,4/21/2019,"428 Main St, San Francisco, CA 94016",
190182,Bose SoundSport Headphones,1,100,4/20/2019,"210 Church St, Dallas, TX 75001",
190183,Google Pixel 8 Pro,1,600,4/15/2019,"92 Madison St, New York City, NY 10001",
190183,Samsung USB Type-C to Type-Ce-C,1,12,4/15/2019,"92 Madison St, New York City, NY 10001",
190184,Bose SoundSport Headphones,1,100,4/27/2019,"583 Park St, San Francisco, CA 94016",
190185,Flatscreen TV,1,300,4/29/2019,"74 Pine St, Austin, TX 73301",
190186,USB-C to Lightning Cable,1,15,4/21/2019,"675 6th St, Los Angeles, CA 90001",
190187,MacBook Pro M2,1,1700,4/1/2019,"170 Lake St, Los Angeles, CA 90001",
190188,Bose SoundSport Headphones,1,100,4/22/2019,"126 North St, Los Angeles, CA 90001",
190189,Samsung USB Type-C to Type-Ce-C,1,12,4/18/2019,"636 Elm St, Atlanta, GA 30301",
190190,USB-C to Lightning Cable,1,15,4/6/2019,"90 River St, New York City, NY 10001",
190191,iPhone 14 Pro Max,1,700,4/20/2019,"804 Lincoln St, Austin, TX 73301",
190192,AA Batteries (4-pack),2,4,4/10/2019,"88 1st St, Dallas, TX 75001",
190193,20in Monitor,1,110,4/4/2019,"592 6th St, San Francisco, CA 94016",
190194,USB-C to Lightning Cable,1,15,4/29/2019,"778 Chestnut St, Seattle, WA 98101",
190195,Samsung USB Type-C to Type-Ce-C,1,12,4/9/2019,"859 2nd St, Los Angeles, CA 90001",
190196,Galaxy S23 Ultra,1,400,4/16/2019,"897 Highland St, San Francisco, CA 94016",
190196,Samsung USB Type-C to Type-Ce-C,1,12,4/16/2019,"897 Highland St, San Francisco, CA 94016",
190197,27in FHD Monitor,1,150,4/28/2019,"38 2nd St, Dallas, TX 75001",
190198,USB-C to Lightning Cable,1,15,4/21/2019,"139 Sunset St, Atlanta, GA 30301",
190199,HP ProBook 450 Notebook,1,1000,4/15/2019,"890 Lincoln St, Los Angeles, CA 90001",
190200,MacBook Pro M2,1,1700,4/18/2019,"508 Main St, Portland, OR 97035",
190201,Samsung USB Type-C to Type-Ce-C,1,12,4/27/2019,"598 Sunset St, Portland, OR 97035",
190202,USB-C to Lightning Cable,1,15,4/9/2019,"174 4th St, Boston, MA 02215",
190203,Wired Headphones,1,12,4/29/2019,"523 Meadow St, San Francisco, CA 94016",
190204,Flatscreen TV,1,300,4/10/2019,"162 South St, San Francisco, CA 94016",
190205,Google Pixel 8 Pro,1,600,4/2/2019,"526 Elm St, Dallas, TX 75001",
190206,USB-C to Lightning Cable,1,15,4/25/2019,"283 Cedar St, Los Angeles, CA 90001",
190207,Bose SoundSport Headphones,1,100,4/5/2019,"903 Madison St, New York City, NY 10001",
190208,AA Batteries (4-pack),1,4,4/21/2019,"314 Washington St, Austin, TX 73301",
190209,Wired Headphones,1,12,4/25/2019,"920 Johnson St, San Francisco, CA 94016",
190210,AA Batteries (4-pack),1,4,4/27/2019,"115 Spruce St, San Francisco, CA 94016",
190211,Galaxy S23 Ultra,1,400,4/30/2019,"15 6th St, San Francisco, CA 94016",
190211,Samsung USB Type-C to Type-Ce-C,1,12,4/30/2019,"15 6th St, San Francisco, CA 94016",
190212,Samsung USB Type-C to Type-Ce-C,1,12,4/20/2019,"94 2nd St, Boston, MA 02215",
190213,24-inch Monitor,1,380,4/14/2019,"159 Church St, San Francisco, CA 94016",
190214,Wired Headphones,1,12,4/14/2019,"871 Hickory St, Portland, ME 04101",
190215,Wired Headphones,1,12,4/9/2019,"129 Jefferson St, Seattle, WA 98101",
190216,Samsung USB Type-C to Type-Ce-C,1,12,4/18/2019,"266 Adams St, Los Angeles, CA 90001",
190217,Anker Soundcore Life 2 Neo,1,150,4/17/2019,"473 10th St, New York City, NY 10001",
190218,Google Pixel 8 Pro,1,600,4/30/2019,"510 Jackson St, Dallas, TX 75001",
190218,Samsung USB Type-C to Type-Ce-C,1,12,4/30/2019,"510 Jackson St, Dallas, TX 75001",
190219,AAA Batteries (4-pack),3,3,4/27/2019,"955 10th St, Boston, MA 02215",
190220,AA Batteries (4-pack),1,4,4/23/2019,"675 Jackson St, Los Angeles, CA 90001",
190221,Wired Headphones,1,12,4/30/2019,"13 Ridge St, San Francisco, CA 94016",
190222,AA Batteries (4-pack),1,4,4/27/2019,"381 Wilson St, Portland, OR 97035",
190223,Anker Soundcore Life 2 Neo,1,150,4/24/2019,"75 Madison St, San Francisco, CA 94016",
190224,Anker Soundcore Life 2 Neo,1,150,4/20/2019,"538 Jefferson St, New York City, NY 10001",
190225,24-inch Monitor,1,380,4/1/2019,"354 5th St, Los Angeles, CA 90001",
190226,Bose SoundSport Headphones,1,100,4/21/2019,"818 North St, San Francisco, CA 94016",
190227,Anker Soundcore Life 2 Neo,1,150,4/28/2019,"888 6th St, Dallas, TX 75001",
190228,AA Batteries (4-pack),1,4,4/15/2019,"89 Jefferson St, New York City, NY 10001",
190228,Samsung USB Type-C to Type-Ce-C,1,12,4/15/2019,"89 Jefferson St, New York City, NY 10001",
190229,Wired Headphones,1,12,4/22/2019,"670 7th St, Portland, OR 97035",
190230,Google Pixel 8 Pro,1,600,4/4/2019,"451 12th St, Austin, TX 73301",
190231,24-inch Monitor,1,380,4/13/2019,"72 Madison St, Austin, TX 73301",
190232,USB-C to Lightning Cable,1,15,4/6/2019,"464 Lake St, Portland, OR 97035",
190233,USB-C to Lightning Cable,1,15,4/13/2019,"770 Johnson St, Los Angeles, CA 90001",
190234,Google Pixel 8 Pro,1,600,4/17/2019,"128 River St, Dallas, TX 75001",
190235,iPhone 14 Pro Max,1,700,4/8/2019,"425 2nd St, Austin, TX 73301",
190236,AA Batteries (4-pack),1,4,4/23/2019,"270 Cedar St, Seattle, WA 98101",
190237,USB-C to Lightning Cable,1,15,4/25/2019,"11 9th St, Atlanta, GA 30301",
190238,USB-C to Lightning Cable,1,15,4/28/2019,"169 Willow St, Dallas, TX 75001",
190239,LG Washing Machine,1,600,4/12/2019,"59 Hill St, San Francisco, CA 94016",
190240,AA Batteries (4-pack),1,4,4/23/2019,"799 5th St, Seattle, WA 98101",
190241,20in Monitor,1,110,4/21/2019,"699 Johnson St, Los Angeles, CA 90001",
190242,Wired Headphones,1,12,4/21/2019,"146 Center St, Los Angeles, CA 90001",
190243,USB-C to Lightning Cable,1,15,4/12/2019,"731 11th St, Los Angeles, CA 90001",
190244,Flatscreen TV,1,300,4/28/2019,"90 Willow St, Seattle, WA 98101",
190245,AA Batteries (4-pack),1,4,4/11/2019,"965 8th St, San Francisco, CA 94016",
190246,27in FHD Monitor,1,150,4/14/2019,"917 Jefferson St, San Francisco, CA 94016",
190247,USB-C to Lightning Cable,1,15,4/19/2019,"258 4th St, Los Angeles, CA 90001",
190248,27in FHD Monitor,1,150,4/30/2019,"812 Cedar St, San Francisco, CA 94016",
190249,Wired Headphones,1,12,4/15/2019,"992 Cherry St, San Francisco, CA 94016",
190250,Wired Headphones,1,12,4/9/2019,"303 2nd St, Dallas, TX 75001",
190251,AA Batteries (4-pack),1,4,4/22/2019,"379 Chestnut St, Seattle, WA 98101",
190252,Samsung USB Type-C to Type-Ce-C,1,12,4/10/2019,"213 9th St, San Francisco, CA 94016",
190253,AA Batteries (4-pack),1,4,4/15/2019,"961 Main St, Boston, MA 02215",
190254,HP ProBook 450 Notebook,1,1000,4/6/2019,"546 Chestnut St, Atlanta, GA 30301",
190255,Galaxy S23 Ultra,1,400,4/8/2019,"501 11th St, Seattle, WA 98101",
